word,documents
being,2006_Purdue_Boilermakers_football_team_41f1.html
closed,2006_Purdue_Boilermakers_football_team_41f1.html
coaches,"2006_Purdue_Boilermakers_football_team_41f1.html, 2007-08_Georgetown_Hoyas_men's_basketball_team_a8f4.html"
welcomed,2006_Purdue_Boilermakers_football_team_41f1.html
king,2006_Purdue_Boilermakers_football_team_41f1.html
lindsay,2006_Purdue_Boilermakers_football_team_41f1.html
traveled,2006_Purdue_Boilermakers_football_team_41f1.html
huber,2006_Purdue_Boilermakers_football_team_41f1.html
touchdown,2006_Purdue_Boilermakers_football_team_41f1.html
link,2007-08_Georgetown_Hoyas_men's_basketball_team_a8f4.html
neither,2006_Purdue_Boilermakers_football_team_41f1.html
were,2006_Purdue_Boilermakers_football_team_41f1.html
games,2006_Purdue_Boilermakers_football_team_41f1.html
after,2006_Purdue_Boilermakers_football_team_41f1.html
kept,2006_Purdue_Boilermakers_football_team_41f1.html
warriors,2006_Purdue_Boilermakers_football_team_41f1.html
bill,2006_Purdue_Boilermakers_football_team_41f1.html
kohtz,2006_Purdue_Boilermakers_football_team_41f1.html
february,2007-08_Georgetown_Hoyas_men's_basketball_team_a8f4.html
heading,2006_Purdue_Boilermakers_football_team_41f1.html
senior,2006_Purdue_Boilermakers_football_team_41f1.html
look,2007-08_Georgetown_Hoyas_men's_basketball_team_a8f4.html
preserve,2006_Purdue_Boilermakers_football_team_41f1.html
uses,2007-08_Georgetown_Hoyas_men's_basketball_team_a8f4.html
kicker,2006_Purdue_Boilermakers_football_team_41f1.html
yard,2006_Purdue_Boilermakers_football_team_41f1.html
connected,2006_Purdue_Boilermakers_football_team_41f1.html
registered,"2006_Purdue_Boilermakers_football_team_41f1.html, 2007-08_Georgetown_Hoyas_men's_basketball_team_a8f4.html"
january,2007-08_Georgetown_Hoyas_men's_basketball_team_a8f4.html
winning,2006_Purdue_Boilermakers_football_team_41f1.html
laid,2006_Purdue_Boilermakers_football_team_41f1.html
scott,2006_Purdue_Boilermakers_football_team_41f1.html
tribute,2006_Purdue_Boilermakers_football_team_41f1.html
named,2006_Purdue_Boilermakers_football_team_41f1.html
dubler,2006_Purdue_Boilermakers_football_team_41f1.html
george,2006_Purdue_Boilermakers_football_team_41f1.html
offense,2006_Purdue_Boilermakers_football_team_41f1.html
championship,2006_Purdue_Boilermakers_football_team_41f1.html
did,2006_Purdue_Boilermakers_football_team_41f1.html
